33307
3664	117	0	0
4485	1153	1	0
6164	5399	2	1
2514	983	3	2
10526	3034	4	0
4877	8190	5	0
1035	3105	4	0
514	8160	6	2
7317	3987	7	2
2888	763	4	1
6219	7124	8	0
3017	2299	9	2
5259	320	10	1
6228	761	11	0
564	585	12	0
9422	9851	9	2
1968	7258	13	2
8445	1801	9	0
3009	861	14	1
9341	9342	15	1
3821	2182	0	2
4709	6399	6	2
8069	7218	8	0
8865	10355	16	0
6606	4381	17	1
2506	8640	18	0
2918	5738	9	2
11028	78	19	2
7916	1165	20	2
6915	8003	21	0
833	8234	22	0
3761	4581	4	0
1420	3632	23	0
6691	4699	3	1
7037	5174	4	1
1153	7430	12	0
9337	1153	24	0
4159	8255	8	2
9955	3705	8	1
7075	7430	12	2
5294	9878	4	1
854	2872	25	2
5088	6251	26	0
6606	7769	27	1
181	5521	28	1
3662	2342	29	0
2849	2955	30	1
5226	4886	4	2
3542	4208	31	2
3091	3263	4	2
8469	4784	32	1
8563	6732	9	0
10966	6178	33	2
3917	6134	8	2
8912	1115	27	2
10534	6134	8	0
5116	5904	3	1
1	7769	34	2
3079	2142	35	1
9535	10354	36	2
2009	1316	37	1
3572	3099	8	2
3597	9838	27	2
9562	220	38	1
4540	6179	9	0
3621	8642	9	2
9661	3705	8	2
8340	9603	39	0
9614	861	4	0
6498	8130	40	0
7799	4511	40	1
5036	5577	8	2
8859	5931	41	1
7267	10381	42	1
9535	1130	27	0
10027	2673	8	0
8062	4422	43	0
6945	1531	24	0
1471	197	44	0
8034	8630	6	1
5544	5569	11	2
6079	10263	9	2
3272	2541	8	2
9426	8143	4	2
3192	8100	40	0
6606	1010	27	1
4806	6134	8	2
1165	6694	45	1
9464	1531	27	1
1275	9958	46	1
177	4938	40	0
5421	1917	31	0
6953	5577	8	1
8094	6980	29	2
1751	7635	4	1
4236	4247	3	1
10114	5360	47	0
5374	10842	48	2
7820	7629	4	0
9556	8775	49	1
214	9418	4	1
1531	3121	27	0
6497	2146	3	0
1154	1751	50	0
1805	10900	4	1
7539	6442	51	1
7476	805	47	1
4361	6227	3	0
7272	8728	22	0
1379	4279	4	2
6145	2526	4	1
3880	384	27	0
7852	9539	8	0
6407	7220	9	2
3589	4773	52	1
10438	5287	53	0
2735	9726	54	0
4361	1151	10	1
8719	10059	55	0
2165	5699	9	0
7755	5738	9	2
8257	2673	8	1
362	5287	51	2
8349	4719	30	0
7966	2732	16	0
2799	258	6	0
4016	3888	9	0
8912	1	27	0
1652	9004	4	1
3911	3467	6	0
1170	810	4	0
1275	7212	1	0
2513	6486	56	0
6892	1092	57	2
4516	587	27	1
10763	550	58	2
7456	220	24	0
10953	1570	46	1
3260	8255	8	1
6606	7430	12	2
3385	1659	3	0
2444	5151	4	0
12	1219	6	0
587	6134	8	0
2313	4089	6	2
10414	2578	59	1
5619	4543	60	1
5125	956	3	1
7802	1278	3	1
7150	7528	39	1
9625	10311	61	2
2101	5619	60	0
9685	5287	51	1
8454	8647	6	1
4176	10263	9	0
9270	5577	8	2
1593	10263	9	0
2008	6651	6	2
6726	2558	4	0
3072	5186	26	0
3717	5584	9	0
3188	1437	8	1
5103	2593	62	2
230	10053	4	1
5374	4596	4	0
2083	1661	4	2
9673	5037	48	1
8715	6606	24	1
6970	9987	63	0
877	10088	39	0
8995	1288	6	0
9625	9197	64	0
9914	1437	8	1
6825	3577	9	2
9376	1153	24	0
688	4381	17	1
1137	10386	6	2
8533	7430	12	0
10615	9674	0	2
7231	247	11	0
10982	5577	8	0
6087	3917	54	0
7636	10334	11	1
8198	9501	39	1
1660	2673	8	2
2273	8237	9	0
2148	1222	3	1
1301	861	4	2
7131	5287	51	0
3663	7124	8	0
2204	6171	6	1
3882	2541	8	0
5692	8783	65	0
8102	354	26	2
1153	1531	27	2
9535	6832	66	0
3640	2541	8	2
4535	3189	67	2
1448	3705	8	0
9829	6378	7	2
6146	6495	26	1
2183	3809	6	1
5649	10772	45	1
5945	2544	6	1
4537	5020	40	0
2386	2277	68	0
10030	7912	4	2
5116	4391	69	1
2911	9834	9	1
1324	6047	35	0
7111	1531	27	0
7618	8255	8	2
9252	5968	8	0
4849	2673	8	1
9153	1501	12	0
6165	4988	48	1
4859	2541	8	0
10438	6222	70	1
10028	242	8	1
9601	1358	40	0
3279	5270	3	0
2478	5220	60	2
11031	2518	9	1
4876	7218	8	1
4731	5287	51	2
4303	8671	27	1
438	6134	8	2
1531	387	71	2
6325	5287	51	1
3867	6479	4	1
8199	4459	40	0
7340	7075	52	2
2660	6944	26	1
455	1153	18	2
9916	7080	67	1
8699	1079	6	1
5269	7430	12	1
8700	966	6	2
9273	7766	9	2
5612	9464	24	0
2670	1531	20	2
283	7468	9	0
176	6142	6	0
8576	7103	6	1
8615	8349	36	1
7728	8284	26	0
3214	5704	6	1
2277	1510	72	1
2182	6397	73	0
10963	6134	8	2
8179	1751	40	1
8728	5810	10	0
9625	1308	74	2
6366	1556	35	0
1252	6606	18	2
396	9539	8	2
1153	4392	12	1
8062	1320	75	2
5959	2135	52	0
4025	1437	8	1
6333	2863	4	0
3899	11035	36	0
1255	6228	4	2
3721	7857	4	2
1130	6397	73	0
3403	3917	1	1
4533	7468	9	0
10450	1104	47	0
1028	1153	38	2
2168	78	19	0
2644	1732	9	0
6609	5287	76	1
10380	176	40	0
4923	844	4	0
8056	1153	24	0
4596	914	48	0
3312	7124	8	1
2499	1749	75	2
3771	1153	24	1
3082	151	6	1
2964	8693	39	2
6075	1413	77	1
2982	9631	9	0
220	2848	78	2
861	2526	4	0
1968	10773	79	2
5749	1392	50	0
4469	1776	39	2
3559	5819	80	2
8027	3180	81	1
10658	3709	1	2
2498	9291	6	0
10332	1798	3	0
2272	3880	27	2
6971	2891	82	2
5405	4326	3	0
7692	9892	83	0
1449	9642	26	2
2935	5389	1	2
4291	10489	84	0
10347	2098	35	2
2058	10363	4	0
5358	6972	8	0
6175	4305	6	2
2514	7430	12	1
6695	4506	6	1
8557	6388	6	0
7232	10854	85	0
8610	2038	12	2
3785	4204	4	1
7565	3438	70	2
7661	10382	85	1
854	4507	9	2
7134	10483	4	1
8640	4177	17	0
3333	1316	37	0
7755	2541	8	2
7120	2572	86	0
4613	8257	52	2
7092	6678	87	0
7508	7218	8	0
5466	5200	4	1
8775	10002	28	2
7052	5968	8	1
8922	1957	14	0
2499	4970	21	2
1833	2182	27	1
6155	10450	1	0
7429	5287	76	2
10624	4523	6	0
8313	7826	9	2
3577	4416	88	0
3074	46	14	0
6606	2602	30	1
4840	2673	8	0
9824	5577	8	0
7368	2975	12	0
10764	2126	77	2
827	7102	9	1
1153	1944	89	0
6558	10858	4	1
6639	1771	21	2
9601	5968	8	0
1183	5968	8	2
8182	1257	6	1
6228	7161	4	2
7221	5240	6	0
7719	78	19	0
10763	10114	90	0
10585	9539	8	0
1360	7111	27	0
7262	9764	9	1
610	10877	4	2
9535	4277	8	2
8212	414	70	1
2086	7916	73	0
8699	10719	62	2
8872	5581	40	2
2273	10070	46	1
9625	6345	91	0
1808	8879	8	0
7633	4516	24	2
6958	5510	9	0
9540	2673	8	1
7087	6322	16	2
5427	8777	21	1
8671	6134	8	2
3013	6442	92	2
455	9110	93	0
3524	242	8	2
3515	10130	4	0
7340	3712	4	1
10641	10406	47	0
7721	10332	9	2
10194	10263	9	1
4440	10450	18	1
10909	1462	9	0
5358	1833	27	0
10031	3026	4	2
6599	1938	32	0
1090	5787	9	0
7619	6134	8	2
4469	1502	94	0
6514	2263	67	0
1957	5090	4	0
3924	9726	18	0
7317	5725	75	0
7526	4511	4	0
3984	7102	9	0
2911	9192	49	1
3700	10652	72	0
1223	8645	9	0
1461	1504	3	2
7506	1166	63	2
7049	10413	81	2
8397	4784	32	0
8780	6972	8	0
3801	6606	24	0
861	10055	0	2
5619	2048	4	1
10430	4032	22	1
5980	174	4	0
7266	2541	8	2
1968	5730	3	2
4108	8190	4	0
4719	7430	12	2
10641	2752	40	1
2751	1945	4	1
230	2541	8	1
8915	7180	9	1
3236	9075	3	0
157	8051	26	0
813	10759	8	0
7020	2273	68	1
7231	3488	26	1
10003	6496	9	0
